gene,gene_symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant
ENSG00000064042,LIMCH1,17.94422369304064,-0.293267868627735,0.08956876038703634,-4.004059761469339,6.226462444022353e-05,0.0020147717281552924,True
ENSG00000091986,CCDC80,68.74325038086829,-0.20421614202107713,0.06181834382395947,-3.9975413981700507,6.400379997458551e-05,0.0020405917403661968,True
ENSG00000100316,RPL3,84.04056541714216,0.12042233953542,0.03566214230014061,3.9832897256865585,6.796781063672347e-05,0.002135568311020529,True
ENSG00000134013,LOXL2,13.466727706869593,-0.28954481361680623,0.09028710908325874,-3.941033330977806,8.113135056591437e-05,0.0025127538289557477,True
ENSG00000000005,TNMD,10.92093827306757,-0.3882256345406362,0.1219571588903337,-3.93194754580261,8.426045369847421e-05,0.0025729107551872125,True
ENSG00000123416,TUBA1B,39.67495693323731,0.20017177230117178,0.06242282865610382,3.9076429110291198,9.320091511470256e-05,0.002806383110676044,True
ENSG00000115419,GLS,11.296347581047822,-0.31072717313342585,0.09924257061197182,-3.8873489305377187,0.00010134502139178731,0.003009808306539656,True
ENSG00000113296,THBS4,14.761735734527502,-0.553794732134283,0.1788350108191736,-3.872166573386713,0.00010787218717641536,0.0031603635378171418,True
ENSG00000106823,ECM2,23.75156281228823,-0.2227836286330663,0.07119324557716426,-3.8657260315377178,0.00011075921632782958,0.0032016797466497935,True
ENSG00000196616,ADH1B,91.94857724155787,0.20198134569588888,0.0647630063968632,3.8426641573621194,0.00012170595747685818,0.0034267339715562148,True
ENSG00000170759,KIF5B,19.319670210837277,-0.23847824253114983,0.0770456755721948,-3.8450958683357506,0.00012050531638452304,0.0034267339715562148,True
ENSG00000135437,RDH5,21.762442721038845,-0.22455329526128734,0.0739455535270608,-3.7951834723570412,0.00014753431230615996,0.004100697295894292,True
ENSG00000174444,RPL4,73.6425404658838,0.11775092654719124,0.03822662257646592,3.7434653104996176,0.00018149966989545603,0.004918641054166859,True
ENSG00000197614,MFAP5,22.285616511562754,-0.30618757336191804,0.10371346121009242,-3.746456066187226,0.00017935039700225675,0.004918641054166859,True
ENSG00000151632,AKR1C2,65.90155988381508,-0.20030955640592643,0.06730220762150813,-3.7393747297494477,0.00018447855188220022,0.004937648154081606,True
ENSG00000108960,MMD,28.081331525732004,-0.2096275802500928,0.07104727175012826,-3.723757081151898,0.00019627979429317097,0.005189446268629203,True
ENSG00000149591,TAGLN,36.30886472171944,0.2973046053324459,0.10144533204522227,3.716653412480314,0.0002018790783853175,0.005210402880230575,True
ENSG00000161970,RPL26,42.60577045001306,0.15095116994371846,0.050318152667465456,3.7185717509157876,0.00020035238585349542,0.005210402880230575,True
ENSG00000147852,VLDLR,20.591950965767914,-0.22543808299969167,0.07705566379351508,-3.7105950650906325,0.0002067726285698432,0.005273918338110825,True
ENSG00000174231,PRPF8,22.160728141011916,0.21001212335727104,0.07133801706105074,3.6998210543175354,0.00021575154248376153,0.0054389458616836625,True
ENSG00000198755,RPL10A,29.184050770801374,0.17788391567266243,0.0608883381441105,3.674404235480602,0.00023840503863407892,0.005897758688855948,True
ENSG00000241343,RPL36A,22.354133218092052,0.2044546463114116,0.0699948793915024,3.673348729909146,0.00023939241910485399,0.005897758688855948,True
ENSG00000142541,RPL13A,77.2667218499233,0.11251204986382247,0.03757795019228779,3.6675998592442682,0.0002448379418551553,0.005903551318507141,True
ENSG00000074181,NOTCH3,32.342397483564554,-0.19509781708636612,0.0676493893830044,-3.667353764459184,0.00024507362484577614,0.005903551318507141,True
ENSG00000100345,MYH9,75.6193294655435,0.11349695510934846,0.038295306848197,3.645476493296007,0.00026689681200626363,0.006358596576149226,True
ENSG00000138758,SEPTIN11,27.922389455906647,-0.1792185397009126,0.06325187876244884,-3.6232069126953723,0.0002909728729005216,0.006783109553207858,True
ENSG00000142676,RPL11,52.071977219453245,0.13260865178537856,0.04571280257012461,3.623334560421666,0.00029082924975116164,0.006783109553207858,True
ENSG00000179295,PTPN11,24.706219896282846,-0.18580026430790186,0.06840098690287107,-3.5392176199748206,0.0004013148693229933,0.009222797411771228,True
ENSG00000167815,PRDX2,16.05767400759507,-0.22687224337983092,0.08431564042307443,-3.5373684219006574,0.00040413549544200493,0.009222797411771228,True
ENSG00000179094,PER1,21.625930245409663,0.2738740273049478,0.10181356528187069,3.5332035519044886,0.0004105562381259855,0.009271728377678505,True
ENSG00000161016,RPL8,48.196567911473,0.1327457107108634,0.04798505819897732,3.5210587713365227,0.00042982733908436863,0.009606862589019702,True
ENSG00000240583,AQP1,51.86557127408846,-0.2081110649167936,0.07845805092003541,-3.5029752208351903,0.0004600922618629487,0.010100868245621493,True
ENSG00000147604,RPL7,57.16363050669006,0.12106110080196957,0.043882474093553094,3.4996283718973347,0.00046590720690136035,0.010100868245621493,True
ENSG00000118181,RPS25,38.91203048458544,0.14453630828639383,0.05315012854238874,3.500190125735687,0.0004649264295791726,0.010100868245621493,True
ENSG00000137693,YAP1,24.819484161755348,-0.18366423302435056,0.06907809382054599,-3.4959465676740558,0.000472383281726756,0.010139870839441654,True
ENSG00000099194,SCD,115.17968257991839,-0.42957158531032125,0.16625121299764917,-3.4902922376953,0.0004824926130190476,0.010155766844905779,True
ENSG00000198242,RPL23A,32.95688967297781,0.15536020598311756,0.057636542429732304,3.491792207768869,0.00047979134248196323,0.010155766844905779,True
ENSG00000156508,EEF1A1,154.03493209250203,0.07648930457974187,0.0265656962377022,3.473955877269791,0.0005128453587010214,0.010690853246767447,True
ENSG00000118523,CCN2,9.637107832691367,0.3761663354858472,0.14507026654600585,3.469861231891374,0.0005207273238550833,0.010751779410645911,True
ENSG00000169246,NPIPB3,16.319335322489803,0.23502785252531697,0.0901043899884921,3.462882208560063,0.0005344222966163322,0.010930448481737813,True
ENSG00000187498,COL4A1,86.3251400538461,-0.10145336027902294,0.03709720803456601,-3.4502376015643836,0.0005600933612855203,0.011348433712775776,True
ENSG00000137267,TUBB2A,16.28483510541864,-0.24819247552890283,0.09762051384957945,-3.438846671555985,0.0005841980126634482,0.011683937377966913,True
ENSG00000142937,RPS8,49.52674593289702,0.12613306783275643,0.04732349159855087,3.437352562479641,0.000587430430903318,0.011683937377966913,True
ENSG00000177600,RPLP2,63.69723768816795,0.11479119815804185,0.042963993400820015,3.425045279817569,0.0006146969644199516,0.011911173775389852,True
ENSG00000135862,LAMC1,48.0712702329419,-0.1279197478442897,0.0486061122416523,-3.4278720725339875,0.0006083320503860938,0.011911173775389852,True
ENSG00000077420,APBB1IP,10.364380559964093,-0.2658273152201514,0.10562728847723289,-3.424762362976028,0.0006153373906105458,0.011911173775389852,True
ENSG00000022267,FHL1,116.93985550215767,0.08873690433822372,0.032297043183996205,3.417546070135955,0.0006318839870830198,0.011912386817356409,True
ENSG00000115459,ELMOD3,22.205401280322345,-0.1825487795849135,0.07200970627265625,-3.4183146063234062,0.0006301022787137567,0.011912386817356409,True
ENSG00000145824,CXCL14,24.84157886760405,-0.3006398321724272,0.12030146704264937,-3.420002809631939,0.000626204889513781,0.011912386817356409,True
ENSG00000170027,YWHAG,44.13919158240901,-0.13254499705464895,0.05109790757740396,-3.40737485583891,0.0006559097860096453,0.012258727724731992,True
ENSG00000186468,RPS23,38.27592731693651,0.13904249659725124,0.053733305498541245,3.3987670606819234,0.0006769034111051423,0.012542962352785885,True
ENSG00000105640,RPL18A,35.252344218432356,0.14462203331192539,0.05616111580244283,3.3954877522128197,0.000685064388242573,0.01258660672635507,True
ENSG00000099282,TSPAN15,16.114603818862413,0.2084402622337814,0.08364046945751619,3.373898940138372,0.0007411157064309247,0.013298941763319293,True
ENSG00000197958,RPL12,41.12820004420924,0.13348014944920897,0.052173406199811735,3.3710463001523774,0.0007488327129575833,0.013298941763319293,True
ENSG00000107796,ACTA2,13.399364504648277,0.32061495536370227,0.13048672162733385,3.3757091003524513,0.0007362572070801787,0.013298941763319293,True
ENSG00000069535,MAOB,13.727942503967684,0.22544778434953325,0.09079442759820015,3.371891109668364,0.000746539578779347,0.013298941763319293,True
ENSG00000042445,RETSAT,61.231291387442475,-0.12885507890507908,0.050397849229946945,-3.366733858327959,0.0007606405805588525,0.013298941763319293,True
ENSG00000125691,RPL23,47.492171296193085,0.12377387981444092,0.04814326513136405,3.367080075867506,0.0007596862596284395,0.013298941763319293,True
ENSG00000104331,BPNT2,23.06974463047005,-0.17403940358935352,0.0711067909345482,-3.342946839548003,0.0008289377823636973,0.014377096897315967,True
ENSG00000105193,RPS16,30.536137448992168,0.1502935926491909,0.06042266015575492,3.3389600783045785,0.0008409264858669068,0.014469274772694078,True
ENSG00000063046,EIF4B,35.61616663115065,0.13978719095010111,0.05642572945937058,3.3213610761273893,0.000895795654801384,0.015172538903198442,True
ENSG00000145425,RPS3A,56.7656055554317,0.11355460295828793,0.044798211049915854,3.321858593288611,0.0008941999861672665,0.015172538903198442,True
ENSG00000152952,PLOD2,16.637591560304394,-0.20218572319750133,0.08464812078272163,-3.318901318060688,0.0009037235998720982,0.01518816096529232,True
ENSG00000140988,RPS2,49.96955565291496,0.11824957828544255,0.047836544661225944,3.286477851636094,0.0010144875148440386,0.016789381161693706,True
ENSG00000105373,NOP53,24.41065372137914,0.16318258276468497,0.06803609508881212,3.288466939602509,0.0010073461465736884,0.016789381161693706,True
ENSG00000136960,ENPP2,29.445265567899465,0.16349179534640254,0.06863240307803938,3.2794426462809305,0.0010401234984229802,0.017068330145072242,True
ENSG00000174307,PHLDA3,18.81900043414232,0.18562564519333405,0.07875413086732627,3.274472462139942,0.0010585945630564185,0.017068330145072242,True
ENSG00000187288,CIDEC,65.20755944967276,-0.11753440066232523,0.04804878742139315,-3.2757200605566776,0.0010539297058079888,0.017068330145072242,True
ENSG00000111897,SERINC1,37.02548079913988,-0.13421330089593717,0.05592257894060507,-3.273342988518383,0.0010628342110630777,0.017068330145072242,True
ENSG00000163710,PCOLCE2,25.22902158864289,-0.16269734728978014,0.06935057214062923,-3.266540526876516,0.00108870223522064,0.017355194455576085,True
ENSG00000105088,OLFM2,10.398248210156684,-0.28039500198637846,0.12445625653328422,-3.2561945691734375,0.0011291634415159456,0.017868805410266933,True
ENSG00000188846,RPL14,31.332112931876125,0.14234073285054957,0.06002546965331113,3.251954766995903,0.0011461426021600548,0.018006066387557963,True
ENSG00000166250,CLMP,28.831294315915617,-0.15001875842157653,0.06424915577334457,-3.2498450908970615,0.0011546788790791726,0.018009667696716882,True
ENSG00000139631,CSAD,14.37596745522605,0.20664932194939678,0.09026685042038639,3.242149398083862,0.001186318153197891,0.018370983972378768,True
ENSG00000118257,NRP2,13.285021154500571,-0.2113945473711855,0.09426481757336365,-3.2293750648079054,0.001240610737647169,0.018955864150265157,True
ENSG00000163430,FSTL1,70.28967238154888,-0.11716090756222605,0.0491588634820019,-3.229153089112769,0.0012415741279232714,0.018955864150265157,True
ENSG00000196924,FLNA,76.33505250737066,0.117684773755526,0.04972523150064489,3.2165021554851974,0.001297635588319603,0.019673244443894403,True
ENSG00000122026,RPL21,40.56001822602742,0.1250271142739715,0.053211695725265525,3.213734537035503,0.001310207449802667,0.01972590104980682,True
ENSG00000107551,RASSF4,12.444372532306188,-0.21733070181325542,0.09813199666861473,-3.2028956360191407,0.0013605327621626152,0.020342310540472756,True
ENSG00000152818,UTRN,21.774401714464663,-0.1707742571801061,0.07676139581662336,-3.1954022968657205,0.0013963605213613217,0.020734997330899625,True
ENSG00000115504,EHBP1,16.273657518136933,-0.18802931079965046,0.08537136234522176,-3.1927846806592206,0.0014090797384301882,0.0207815297477323,True
ENSG00000197756,RPL37A,39.57112139367635,0.12262712629726769,0.05328634437208368,3.178748322854104,0.001479124597330266,0.021399453167368396,True
ENSG00000198034,RPS4X,60.87987448594663,0.10116015522857344,0.04266064468515577,3.178461367876217,0.0014805894719120201,0.021399453167368396,True
ENSG00000138326,RPS24,47.49280386307166,0.11421872145071357,0.04903623798899581,3.1806672574128707,0.001469362916287788,0.021399453167368396,True
ENSG00000175445,LPL,108.17789650873183,-0.09604544533855668,0.0404093186023313,-3.17380488121283,0.0015045479572077729,0.021601721663751336,True
ENSG00000231500,RPS18,55.0609112616207,0.10635212439794449,0.04549281992325767,3.168921148076782,0.0015300589935569795,0.02182347301336534,True
ENSG00000176014,TUBB6,22.853872749377345,0.15713846882954033,0.07079764879099455,3.165675573057955,0.0015472325532505898,0.021924184153250186,True
ENSG00000091513,TF,12.841132349807411,-0.34565522436349616,0.1667797074058019,-3.160926893591087,0.0015726796488505302,0.02214006155005162,True
ENSG00000117335,CD46,31.434497288598013,-0.13537519109027246,0.06146572413470383,-3.146244657509504,0.0016538159913556361,0.02312185668821999,True
ENSG00000108298,RPL19,53.95867574416436,0.10476687728869859,0.045379127093029936,3.14449283839132,0.0016637498354992244,0.02312185668821999,True
ENSG00000168542,COL3A1,115.82763311154399,-0.10300574091272481,0.04518384892508438,-3.1295875321229043,0.0017505191013078211,0.024172773322518194,True
ENSG00000145592,RPL37,41.105398351849196,0.11739496140852544,0.05254040915762393,3.125318323642174,0.0017761274425777118,0.024371166427268855,True
ENSG00000166750,SLFN5,11.443926014509548,-0.2108812675213969,0.10312717056060475,-3.111606029541129,0.0018607263976809572,0.024928326706916144,True
ENSG00000131473,ACLY,12.909946734867798,-0.2288249226493381,0.1126701803199732,-3.1112051562095187,0.0018632544061336995,0.024928326706916144,True
ENSG00000133317,LGALS12,12.671012692700344,-0.2053648782433415,0.10066313315942083,-3.105866975273353,0.0018972204366426034,0.024928326706916144,True
ENSG00000091436,MAP3K20,18.91035604284805,-0.16832893919100123,0.08076763678447546,-3.10816527845076,0.0018825275668743723,0.024928326706916144,True
ENSG00000186642,PDE2A,20.046273161415048,0.16457221131088326,0.07754147139378331,3.1139285556585787,0.0018461418701675955,0.024928326706916144,True
ENSG00000011028,MRC2,11.887033413058594,-0.21251120541927113,0.10441579825638064,-3.1085268400477704,0.001880225670019775,0.024928326706916144,True
ENSG00000004799,PDK4,36.23017509295087,0.16413910981757698,0.07807040740821909,3.106082548967557,0.001895837828225785,0.024928326706916144,True
ENSG00000118816,CCNI,23.19500509918476,0.1497840984826217,0.0705817241308063,3.100874469705344,0.001929500695770934,0.02519974402669509,True
ENSG00000111885,MAN1A1,18.94496788936837,-0.16588438568340744,0.0805500759720313,-3.0918854451456483,0.0019888958567382924,0.025798774375737743,True
ENSG00000135404,CD63,55.56232523464339,0.10281934882126083,0.045969843363132035,3.090356024449653,0.001999167018046098,0.025798774375737743,True
ENSG00000134419,RPS15A,30.241129421334264,0.13174045947098056,0.06166631755183188,3.0874442726783307,0.002018856208221759,0.025898699759909903,True
ENSG00000198918,RPL39,29.7524930576979,0.13266470667615657,0.06251773518301781,3.0800921836253377,0.002069365350090144,0.02623616420465165,True
ENSG00000160408,ST6GALNAC6,18.251041874858824,0.1654717062399467,0.08005288856245495,3.0814859635982668,0.002059701874100126,0.02623616420465165,True
ENSG00000167978,SRRM2,64.72082078667212,0.1237626564116391,0.05792737679020376,3.0777199695512496,0.0020859082719457567,0.026292146125455815,True
ENSG00000130635,COL5A1,21.21732306393178,-0.1672890885184531,0.08247306809202117,-3.075742615232276,0.0020997901927429785,0.026314133744894667,True
ENSG00000130600,H19,59.72015100997715,-0.186264094530175,0.09331095541477638,-3.072098413959188,0.0021255963250102067,0.02648444156679384,True
ENSG00000166033,HTRA1,40.06005543584381,-0.1451433517264192,0.07103327843069383,-3.061479749404222,0.002202458896304594,0.027285319355362055,True
ENSG00000123080,CDKN2C,11.568702755611229,-0.20619480944192994,0.1057091106498468,-3.0580654074715374,0.0022277094642331064,0.027441330218507812,True
ENSG00000170323,FABP4,135.0672369304064,0.06734320751845463,0.028139398430058835,3.0494213839670676,0.002292826333211894,0.02799043568059953,True
ENSG00000137818,RPLP1,47.275964526752894,0.10659282596603724,0.04950541715724991,3.048730195366888,0.0022981077265436882,0.02799043568059953,True
ENSG00000144713,RPL32,49.18531590455851,0.10375042977251003,0.04802285003427008,3.045123826960716,0.0023258452905009037,0.028170014468189716,True
ENSG00000186469,GNG2,19.1037239101118,-0.15824225674221742,0.08097270332651323,-3.025806914082244,0.0024797059906930684,0.02973406029323926,True
ENSG00000149806,FAU,21.41057930174637,0.14895192018974102,0.07401046450121547,3.0254127964088067,0.00248293992914788,0.02973406029323926,True
ENSG00000251322,SHANK3,34.01281481920271,0.16300697581865403,0.08320693455064458,3.0238107886178525,0.0024961249877165797,0.02973406029323926,True
ENSG00000101439,CST3,48.67406389764404,-0.1216718197411719,0.05972956310926516,-3.020661001944285,0.0025222357378816155,0.02988091300397455,True
ENSG00000150991,UBC,112.28091343233231,-0.07197379860105572,0.031221053316214723,-3.0164445336038264,0.0025575800479969543,0.03013496491335542,True
ENSG00000160307,S100B,15.966430028338504,-0.18032906690932596,0.09555585038947505,-3.009318026510778,0.0026183487836769223,0.030564501223951115,True
ENSG00000143416,SELENBP1,28.23997591702628,-0.133378789259116,0.06714681672446478,-3.0088678824998807,0.0026222311935677617,0.030564501223951115,True
ENSG00000174748,RPL15,56.64094044377918,0.09413924165951013,0.044389632351844226,2.9900294530037788,0.0027895054832464622,0.032340363035713,True
ENSG00000171680,PLEKHG5,13.364231720698548,-0.17970252678476847,0.09859654461870887,-2.9757673763070946,0.0029225645870537224,0.0337027660890025,True
ENSG00000123684,LPGAT1,14.580587329404278,-0.16923619324777225,0.09293657753193146,-2.9684476643195015,0.0029930806719844884,0.034333327496626306,True
ENSG00000058668,ATP2B4,41.21840214860699,-0.10881672434929374,0.054828112742510156,-2.9653281576960318,0.003023602130910501,0.0345008916832314,True
ENSG00000189058,APOD,36.96732306393178,-0.14534922954698423,0.07840102591288593,-2.9589554769752855,0.003086836958870917,0.035038023700691874,True
ENSG00000187109,NAP1L1,24.29764992462135,0.13282358225627408,0.07036409841161105,2.9476851653132297,0.0032016294779654573,0.03589387419571517,True
